	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU29	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU30	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU32	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	NA
OTU33	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
OTU34	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU35	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	NA	NA	NA
OTU36	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU37	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
OTU38	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	NA
OTU39	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU40	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	NA
OTU41	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU42	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU43	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU44	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU45	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU46	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	Keissleriella cirsii
OTU47	Fungi	NA	NA	NA	NA	NA	NA
OTU48	Fungi	NA	NA	NA	NA	NA	NA
OTU49	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU50	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia terricola
OTU51	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU52	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU53	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU54	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU55	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU56	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA
OTU57	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU58	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU59	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU60	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU62	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU63	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU64	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora levis
OTU65	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU66	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium magnum
OTU67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU68	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus stercoreus
OTU69	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU70	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU71	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha
OTU72	Fungi	NA	NA	NA	NA	NA	NA
OTU73	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU74	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU75	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU76	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
OTU77	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU78	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU79	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU80	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU81	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU82	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU83	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU84	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria chlamydosporigena
OTU85	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU86	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
OTU87	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU88	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
OTU89	Fungi	NA	NA	NA	NA	NA	NA
OTU90	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU91	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	NA
OTU92	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dinemasporium	NA
OTU93	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU94	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU95	Fungi	NA	NA	NA	NA	NA	NA
OTU96	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
OTU97	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU98	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU99	Fungi	NA	NA	NA	NA	NA	NA
OTU100	Fungi	NA	NA	NA	NA	NA	NA
OTU101	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU103	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	NA
OTU104	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU105	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU106	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU107	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU108	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU109	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU110	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Tiarosporella	Tiarosporella graminis var karoo
OTU111	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU112	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU113	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU114	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU115	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora mirabilis
OTU116	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU117	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	NA
OTU118	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma paraflava
OTU119	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU120	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neobridgeri
OTU121	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	NA
OTU122	Fungi	NA	NA	NA	NA	NA	NA
OTU123	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU124	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU125	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU126	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
OTU127	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata
OTU128	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces diversus
OTU129	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU130	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU131	Fungi	Ascomycota	Leotiomycetes	Phacidiales	NA	NA	NA
OTU132	Fungi	NA	NA	NA	NA	NA	NA
OTU133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	NA	NA
OTU134	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
OTU135	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma herbarum
OTU136	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU137	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU138	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU139	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU140	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	NA
OTU142	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	NA
OTU143	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	NA
OTU144	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU145	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU147	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU148	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU150	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU151	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU152	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU153	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU154	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU156	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU157	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU158	Fungi	NA	NA	NA	NA	NA	NA
OTU159	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU161	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Kabatiella	NA
OTU162	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU163	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU164	Fungi	NA	NA	NA	NA	NA	NA
OTU165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta rabiei
OTU166	Fungi	NA	NA	NA	NA	NA	NA
OTU167	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU168	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU169	Fungi	NA	NA	NA	NA	NA	NA
OTU170	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU171	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
OTU172	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU173	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU174	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU175	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU176	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU177	Fungi	NA	NA	NA	NA	NA	NA
OTU178	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
OTU179	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU180	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
OTU181	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU183	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	NA	NA	NA
OTU184	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU185	Fungi	NA	NA	NA	NA	NA	NA
OTU186	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA
OTU187	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces verruculosus
OTU188	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU189	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU190	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU191	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU192	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU193	Fungi	NA	NA	NA	NA	NA	NA
OTU194	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Carbonea	NA
OTU195	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
OTU196	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU197	Fungi	NA	NA	NA	NA	NA	NA
OTU198	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU199	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU200	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA
OTU201	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU202	Fungi	NA	NA	NA	NA	NA	NA
OTU203	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU204	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
OTU205	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU206	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
OTU207	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU208	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU209	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
OTU210	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU211	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU212	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU213	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU214	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	NA	NA	NA
OTU215	Fungi	NA	NA	NA	NA	NA	NA
OTU216	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU217	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU218	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU219	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
OTU220	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU221	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU222	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus tracheiphilus
OTU223	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU224	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU225	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU226	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU227	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU228	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU229	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU231	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium brasiliense
OTU232	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU233	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU234	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU235	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU236	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU237	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU238	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU239	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU240	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU241	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU242	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU243	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
OTU244	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
OTU246	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU248	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
OTU249	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU250	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU252	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU253	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU254	Fungi	NA	NA	NA	NA	NA	NA
OTU255	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	NA
OTU256	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU257	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU258	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	NA
OTU262	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU263	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU264	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	NA
OTU265	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU266	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU267	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus callacii
OTU268	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU269	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU270	Fungi	NA	NA	NA	NA	NA	NA
OTU271	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU272	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU273	Fungi	NA	NA	NA	NA	NA	NA
OTU274	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU275	Fungi	NA	NA	NA	NA	NA	NA
OTU276	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU277	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU278	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides
OTU279	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU280	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
OTU281	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	NA	NA
OTU282	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU283	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU284	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU285	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albidosimilis
OTU286	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU287	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU288	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
OTU289	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU290	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU291	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU292	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU293	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophoma	NA
OTU294	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU295	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU296	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum hungaricum
OTU297	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
OTU298	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU299	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	NA	NA	NA
OTU300	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
OTU301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU302	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU303	Fungi	NA	NA	NA	NA	NA	NA
OTU304	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	NA	NA
OTU305	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU306	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU307	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU308	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU309	Fungi	Ascomycota	Lecanoromycetes	Candelariales	Candelariaceae	Candelariella	Candelariella rosulans
OTU310	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU311	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU312	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pseudorobillarda	NA
OTU313	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU314	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU315	Fungi	NA	NA	NA	NA	NA	NA
OTU316	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU317	Fungi	NA	NA	NA	NA	NA	NA
OTU318	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU319	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	NA
OTU320	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU321	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU322	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU323	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola forlicesenae
OTU324	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU325	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU327	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU328	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU329	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU330	Fungi	Rozellomycota	NA	NA	NA	NA	NA
